segmentNumber,segmentName,procNumber,procName,isFunction,isAssembly,parameters,returnType
9,BODYPART,12,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN,
9,BODYPART,13,,false,false,PARAM1:UNKNOWN,
9,BODYPART,14,,false,false,PARAM1:UNKNOWN,
9,BODYPART,15,,false,false,,
9,BODYPART,16,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN,
9,BODYPART,17,,false,false,PARAM1:UNKNOWN,
9,BODYPART,18,,false,false,PARAM1:UNKNOWN,
9,BODYPART,19,,false,false,PARAM1:UNKNOWN,
9,BODYPART,2,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN,
9,BODYPART,20,,false,false,PARAM1:UNKNOWN,
9,BODYPART,21,,false,false,PARAM1:UNKNOWN,
9,BODYPART,22,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN;PARAM5:UNKNOWN,
9,BODYPART,23,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN;PARAM5:UNKNOWN,
9,BODYPART,24,,false,false,,
9,BODYPART,25,,false,false,,
9,BODYPART,26,,false,false,PARAM1:UNKNOWN,
9,BODYPART,27,,false,false,,
9,BODYPART,28,,false,false,PARAM1:UNKNOWN,
9,BODYPART,29,,false,false,,
9,BODYPART,3,,false,false,PARAM1:UNKNOWN,
9,BODYPART,30,,false,false,,
9,BODYPART,31,,false,false,,
9,BODYPART,32,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN,
9,BODYPART,33,,false,false,PARAM1:UNKNOWN,
9,BODYPART,34,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN,
9,BODYPART,35,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN,
9,BODYPART,36,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN,
9,BODYPART,37,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN,
9,BODYPART,38,,false,false,,
9,BODYPART,4,,false,false,PARAM1:UNKNOWN,
9,BODYPART,5,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN,
9,BODYPART,6,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN,
9,BODYPART,7,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN,
9,BODYPART,8,,false,false,,
9,BODYPART,9,,false,false,,
