segmentNumber,segmentName,procNumber,procName,isFunction,isAssembly,parameters,returnType
9,BODYPART,19,,false,false,PARAM1:UNKNOWN,
9,BODYPART,20,,false,false,PARAM1:UNKNOWN,
9,BODYPART,21,,false,false,PARAM1:UNKNOWN,
9,BODYPART,22,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN;PARAM5:UNKNOWN,
9,BODYPART,23,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN;PARAM5:UNKNOWN,
9,BODYPART,24,,false,false,,
9,BODYPART,25,,false,false,,
9,BODYPART,26,,false,false,,
9,BODYPART,27,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN,
9,BODYPART,28,,false,false,PARAM1:UNKNOWN,
9,BODYPART,29,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN,
9,BODYPART,30,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN,
9,BODYPART,31,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN,
9,BODYPART,32,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN,
9,BODYPART,33,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN,
9,BODYPART,34,,false,false,PARAM1:UNKNOWN,
9,BODYPART,35,,false,false,,
9,BODYPART,36,,false,false,,
9,BODYPART,37,,false,false,,
9,BODYPART,38,,false,false,,
9,BODYPART,39,,false,false,,
9,BODYPART,40,,false,false,,
9,BODYPART,41,,false,false,,
9,BODYPART,42,,false,false,,
9,BODYPART,43,,false,false,,
9,BODYPART,44,,false,false,,
9,BODYPART,45,,false,false,,
10,ROUTINE,1,ROUTINE,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN;PARAM5:UNKNOWN;PARAM6:UNKNOWN,
10,ROUTINE,2,,false,false,,
10,ROUTINE,3,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN;PARAM5:UNKNOWN,
10,ROUTINE,4,,false,false,,
10,ROUTINE,5,,false,false,,
10,ROUTINE,6,,false,false,,
10,ROUTINE,7,,false,false,,
10,ROUTINE,8,,false,false,,
10,ROUTINE,9,,false,false,,
10,ROUTINE,10,,false,false,,
10,ROUTINE,11,,false,false,,
10,ROUTINE,12,,false,false,,
10,ROUTINE,13,,false,false,,
10,ROUTINE,14,,false,false,,
10,ROUTINE,15,,false,false,,
10,ROUTINE,16,,false,false,,
11,WRITELINKERINFO,1,,false,false,,
11,WRITELINKERINFO,2,WRITELINKERINFO,false,false,DECSTUFF:BOOLEAN,
11,WRITELINKERINFO,3,,false,false,,
11,WRITELINKERINFO,4,,false,false,PARAM1:UNKNOWN,
12,UNITPART,1,UNITPART,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN,
12,UNITPART,2,,false,false,,
12,UNITPART,3,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN;PARAM5:UNKNOWN,
12,UNITPART,4,,false,false,,
